,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
2386,Central,grapes,2021,131092,74.10919422,8306.31,25.67385024
2387,Nakuru,grapes,2021,24791,73.06862952,8306.31,41.94865736
2388,Nairobi,grapes,2022,23000,66.34234944,8306.31,11.18994268
2389,Eldoret,grapes,2022,151328,73.77063744,8306.31,17.5438296
2390,Central,grapes,2022,21989,70.75633584,8306.31,13.05809741
2391,Nakuru,grapes,2019,20333,74.46411148,8306.31,9.724457611
2392,Nairobi,grapes,2019,99173,69.92092839,8306.31,27.92004934
2393,Eldoret,grapes,2019,25132,69.44115171,8306.31,9.535585543
2394,Central,grapes,2023,26522,71.40043037,8306.31,13.42988625
2395,Nakuru,grapes,2023,108971,68.42802444,8306.31,9.851242629
2396,Nairobi,grapes,2023,21347,66.70016285,8306.31,24.97256132
2397,Eldoret,grapes,2014,26053,70.42508897,8306.31,27.23708304
2398,Central,grapes,2014,113330,66.5964488,8306.31,18.70679077
2399,Nakuru,grapes,2014,17322,66.00817551,8306.31,9.949929082
2400,Nairobi,Banana,2000,23077,110.4317855,8306.31,22.75088787
2401,Eldoret,Banana,2000,131888,114.0512495,8306.31,23.8494014
2402,Central,Banana,2000,21367,116.0396587,8306.31,22.60800988
2403,Nakuru,Banana,2001,25917,122.233323,8306.31,21.18667419
2404,Nairobi,Banana,2001,122132,116.0777931,8306.31,23.41044706
2405,Eldoret,Banana,2001,21255,117.7296726,8306.31,22.86006627
2406,Central,Banana,2002,32889,105.5473627,8306.31,22.48403042
2407,Nakuru,Banana,2002,134922,121.1349176,8306.31,22.02775403
2408,Nairobi,Banana,2002,26919,117.0761277,8306.31,21.91191314
2409,Eldoret,Banana,2004,35297,112.6676589,8306.31,23.71059131
2410,Central,Banana,2004,195459,106.1417017,8306.31,21.37784654
2411,Nakuru,Banana,2004,33040,123.5977843,8306.31,22.84852833
2412,Nairobi,Banana,2005,39965,108.183792,8306.31,23.1094265
2413,Eldoret,Banana,2005,177299,105.3558408,8306.31,23.25230817
2414,Central,Banana,2005,32812,104.2298028,8306.31,23.67287749
2415,Nakuru,Banana,2006,39390,102.2648546,8306.31,23.76881552
2416,Nairobi,Banana,2006,191956,104.4267991,8306.31,23.34386401
2417,Eldoret,Banana,2006,28191,108.3405879,8306.31,22.63946441
2418,Central,Banana,2007,50653,114.8407725,8306.31,22.45696744
2419,Nakuru,Banana,2007,211948,104.6472986,8306.31,22.96388477
2420,Nairobi,Banana,2007,32771,107.8737015,8306.31,21.07273439
2421,Eldoret,Banana,2008,43890,121.4977331,8306.31,22.44075021
2422,Central,Banana,2008,220735,109.8852597,8306.31,22.71271308
2423,Nakuru,Banana,2008,39752,115.1781396,8306.31,21.70416965
2424,Nairobi,Banana,2009,46818,119.1025189,8306.31,22.43324518
2425,Eldoret,Banana,2009,186040,109.0658471,8306.31,21.25941052
2426,Central,Banana,2009,35428,105.6941544,8306.31,22.9215706
2427,Nakuru,Banana,2010,49306,107.855225,8306.31,22.81212536
2428,Nairobi,Banana,2010,213518,102.8017203,8306.31,21.12152071
2429,Eldoret,Banana,2010,28851,104.5086618,8306.31,21.11478672
2430,Central,Banana,2011,65950,107.1728191,8306.31,23.59997268
2431,Nakuru,Banana,2011,209564,108.6211833,8306.31,23.12652652
2432,Nairobi,Banana,2011,33088,122.1952483,8306.31,22.98458907
2433,Eldoret,Banana,2012,50407,104.5412275,9578.67,22.12659387
2434,Central,Banana,2012,208131,101.8474768,9578.67,22.53779727
2435,Nakuru,Banana,2012,35822,124.3915101,9578.67,22.49095104
2436,Nairobi,Banana,2013,55656,116.7366261,9163.51,22.35548159
2437,Eldoret,Banana,2013,193536,120.1593771,9163.51,22.20700989
2438,Central,Banana,2013,30610,107.1843273,9163.51,22.44516988
2439,Nakuru,Banana,2000,111006,120.4359949,9560.49,22.76643029
2440,Nairobi,Banana,2000,444058,112.3126628,9560.49,22.19109412
2441,Eldoret,Banana,2000,79198,123.5900822,9560.49,23.6119202
2442,Central,Banana,2001,113522,105.0241329,8529.07,23.86087054
2443,Nakuru,Banana,2001,412267,102.8045658,8529.07,21.42177231
2444,Nairobi,Banana,2001,80475,124.9831618,8529.07,22.36629253
2445,Eldoret,Banana,2002,111962,117.6102915,9204,23.99686172
2446,Central,Banana,2002,471475,120.0586671,9204,21.80129837
2447,Nakuru,Banana,2002,82757,100.6192543,9204,23.80436344
2448,Nairobi,Banana,2004,122246,121.8961665,9186,23.71475278
2449,Eldoret,Banana,2004,483955,112.8954016,9186,23.34467359
2450,Central,Banana,2004,89806,113.0688155,9186,22.31253665
2451,Nakuru,Banana,2005,116872,107.9868949,9776,23.50201428
2452,Nairobi,Banana,2005,428135,111.7763395,9776,23.46260321
2453,Eldoret,Banana,2005,82733,114.7399101,9776,23.06204373
2454,Central,Banana,2006,101929,124.2179699,8244.02,22.47420512
2455,Nakuru,Banana,2006,385452,105.0508234,8244.02,22.69780133
2456,Nairobi,Banana,2006,82549,105.4004751,8244.02,23.66682067
2457,Eldoret,Banana,2007,131278,100.9343903,6712.05,22.50050273
2458,Central,Banana,2007,469491,109.5966791,6712.05,23.83053666
2459,Nakuru,Banana,2007,78908,116.6912176,6712.05,23.64142354
2460,Nairobi,Banana,2008,119258,118.3979065,6516.47,21.41363812
2461,Eldoret,Banana,2008,460711,117.5314026,6516.47,22.85267372
2462,Central,Banana,2008,87585,109.5852253,6516.47,22.98208095
2463,Nakuru,Banana,2009,121174,103.6838922,5496.04,21.20189519
2464,Nairobi,Banana,2009,447083,103.0548094,5496.04,23.87192332
2465,Eldoret,Banana,2009,94652,114.7412734,5496.04,21.0365275
2466,Central,Banana,2010,119283,116.9256766,4644.53,22.61711614
2467,Nakuru,Banana,2010,422676,116.7036582,4644.53,21.45278675
2468,Nairobi,Banana,2010,88272,109.3383552,4644.53,22.81227579
2469,Eldoret,Banana,2011,119360,115.4789148,5740.44,21.98141856
2470,Central,Banana,2011,501412,115.3830068,5740.44,22.52709326
2471,Nakuru,Banana,2011,84046,107.7697413,5740.44,22.35628673
2472,Nairobi,Banana,2012,102438,105.8554351,6139.3,21.19852186
2473,Eldoret,Banana,2012,454233,104.9116663,6139.3,23.8812458
2474,Central,Banana,2012,84522,122.1449949,6139.3,22.78234161
2475,Nakuru,Banana,2013,111500,121.6622761,5905.6,22.19055385
2476,Nairobi,Banana,2013,454642,118.6044645,5905.6,22.91430043
2477,Eldoret,Banana,2013,89349,108.2166601,5905.6,23.08950736
2478,Central,Banana,2018,2899,121.6961761,17,21.72484506
2479,Nakuru,Banana,2018,2500,102.5565807,17,22.44307715
2480,Nairobi,Banana,2018,26178,122.5391946,17,21.1316077
2481,Eldoret,Banana,2015,3962,107.0289866,19,22.71750705
2482,Central,Banana,2015,3663,117.6602827,19,23.75033085
2483,Nakuru,Banana,2015,22464,100.825956,19,23.76121837
2484,Nairobi,Banana,2016,1899,112.9203223,17,22.13450646
2485,Eldoret,Banana,2016,2909,123.6495149,17,21.17089176
2486,Central,Banana,2016,21653,118.6832725,17,22.36238282
2487,Nakuru,Banana,2017,1353,113.7759219,17,22.77856513
2488,Nairobi,Banana,2017,5236,113.9760462,17,21.22503442
2489,Eldoret,Banana,2017,20843,110.712841,17,23.15791104
2490,Central,Banana,2020,1698,102.7230739,17,22.42776057
2491,Nakuru,Banana,2020,2182,116.7431319,17,23.64082979
2492,Nairobi,Banana,2020,20032,122.7418744,17,22.29423493
2493,Eldoret,Banana,2021,9477,113.0381382,17,23.35225078
2494,Central,Banana,2021,3597,110.9804014,17,22.03911546
2495,Nakuru,Banana,2021,19222,119.6335548,17,23.80593812
2496,Nairobi,Banana,2022,2463,100.1173443,17,22.31944084
2497,Eldoret,Banana,2022,3592,120.6310784,17,22.14464104
2498,Central,Banana,2022,19009,115.3611268,17,23.65167552
2499,Nakuru,Banana,2019,2867,124.4683112,17,22.16939473
2500,Nairobi,Rubber,2019,2455,90.09586854,17,29.73770045
2501,Eldoret,Rubber,2019,17235,98.67527561,17,33.55695561
2502,Central,Rubber,2023,910,95.85118326,17,27.00315545
2503,Nakuru,Rubber,2023,3364,95.70525913,17,33.56150184
2504,Nairobi,Rubber,2023,16667,92.19721736,17,35.89855625
2505,Eldoret,Rubber,2014,1111,98.00687989,17,34.17719782
2506,Central,Rubber,2014,2669,97.72843182,17,30.01592643
2507,Nakuru,Rubber,2014,16337,93.75441586,17,31.74592134
2508,Nairobi,Rubber,2000,1123,95.3713484,17,35.99009679
2509,Eldoret,Rubber,2000,1573,98.46768642,17,31.86641378
2510,Central,Rubber,2000,15878,94.11213345,17,27.75518664
2511,Nakuru,Rubber,2001,2016,97.31258083,17,34.72413192
2512,Nairobi,Rubber,2001,11538,99.35408185,17,27.53907547
2513,Eldoret,Rubber,2001,15714,89.85646496,17,27.69637763
2514,Central,Rubber,2002,2947,91.87312479,17,27.25373364
2515,Nakuru,Rubber,2002,4218,94.42850522,17,30.33723921
2516,Nairobi,Rubber,2002,14563,91.55845821,17,31.85744939
2517,Eldoret,Rubber,2004,1743,97.41054011,17,35.39986338
2518,Central,Rubber,2004,3343,95.74606104,17,29.80747243
2519,Nakuru,Rubber,2004,12692,98.33351125,17,34.16438906
2520,Nairobi,Rubber,2005,2297,99.9834242,17,28.93270187
2521,Eldoret,Rubber,2005,18316,99.61465679,17,27.98392787
2522,Central,Rubber,2005,11614,94.62954663,17,31.20478173
2523,Nakuru,Rubber,2006,2511,98.63333684,17,32.13409675
2524,Nairobi,Rubber,2006,5024,97.01331604,17,28.91862016
2525,Eldoret,Rubber,2006,10452,90.28624348,17,31.09779147
2526,Central,Rubber,2007,1219,90.65022183,17,34.73823882
2527,Nakuru,Rubber,2007,9979,91.82271568,17,29.98080499
2528,Nairobi,Rubber,2007,9000,90.82549241,17,33.80398664
2529,Eldoret,Rubber,2008,1844,92.09609766,17,30.07202564
2530,Central,Rubber,2008,5507,100.2585673,17,27.92063282
2531,Nakuru,Rubber,2008,8000,92.99739415,17,31.40948821
2532,Nairobi,Rubber,2009,2429,100.2160615,17,35.7877738
2533,Eldoret,Rubber,2009,5042,98.81596545,17,33.36140093
2534,Central,Rubber,2010,1617,98.00644238,17,35.96054636
2535,Nakuru,Rubber,2010,5701,91.67241761,17,28.33333307
2536,Nairobi,Rubber,2011,3473,95.99487068,17,32.27652024
2537,Eldoret,Rubber,2011,6690,97.38741498,17,31.99490489
2538,Central,Rubber,2012,1370,95.8445641,17,27.58258929
2539,Nakuru,Rubber,2012,6779,100.8124659,17,29.38471637
2540,Nairobi,Rubber,2013,849,90.21633216,17,32.38697531
2541,Eldoret,Rubber,2013,3168,90.14047759,17,30.91471455
2542,Central,Rubber,2018,125529,97.41586402,49695,35.37775595
2543,Nakuru,Rubber,2018,125529,93.36718816,49695,32.32362177
2544,Nairobi,Rubber,2018,125529,97.76832322,49695,28.22373428
2545,Eldoret,Rubber,2018,125529,95.257992,49695,27.27433181
2546,Central,Rubber,2018,125529,92.37238878,49695,27.10710832
2547,Nakuru,Rubber,2018,125529,91.63074547,49695,34.89226666
2548,Nairobi,Rubber,2018,125529,92.26439205,49695,33.7462686
2549,Eldoret,Rubber,2018,125529,96.27792547,49695,27.3511056
2550,Central,Rubber,2018,125529,94.49161372,49695,32.89300162
2551,Nakuru,Rubber,2018,125529,90.29643888,49695,35.38598705
2552,Nairobi,Rubber,2018,125529,90.40332704,49695,27.5529736
2553,Eldoret,Rubber,2018,18735,90.89173106,49695,32.82141065
2554,Central,Rubber,2018,18735,95.23444287,49695,30.17294105
2555,Nakuru,Rubber,2018,18735,100.7586226,49695,29.26382931
2556,Nairobi,Rubber,2018,18735,96.59816497,49695,32.06097197
2557,Eldoret,Rubber,2018,18735,99.642454,49695,28.69818144
2558,Central,Rubber,2018,18735,97.55155537,49695,29.14305008
2559,Nakuru,Rubber,2018,18735,90.40260445,49695,28.3471611
2560,Nairobi,Rubber,2018,18735,92.84991507,49695,27.67256197
2561,Eldoret,Rubber,2018,18735,93.30247448,49695,28.1218093
2562,Central,Rubber,2018,18735,92.21318555,49695,30.79375683
2563,Nakuru,Rubber,2018,18735,94.76322976,49695,28.89409382
2564,Nairobi,Rubber,2018,141084,98.28583013,49695,33.33024826
2565,Eldoret,Rubber,2018,141084,91.01152997,49695,27.78912455
2566,Central,Rubber,2018,141084,91.09745581,49695,31.65333432
2567,Nakuru,Rubber,2018,141084,91.405983,49695,29.75150773
2568,Nairobi,Rubber,2018,141084,89.78216168,49695,31.32995611
2569,Eldoret,Rubber,2018,141084,97.51952041,49695,35.63627319
2570,Central,Rubber,2018,141084,89.98024312,49695,31.66524687
2571,Nakuru,Rubber,2018,141084,95.94035356,49695,32.26935342
2572,Nairobi,Rubber,2018,141084,95.89898581,49695,27.81005614
2573,Eldoret,Rubber,2018,141084,100.3060719,49695,34.58561471
2574,Central,Rubber,2018,141084,89.74409017,49695,31.27180992
2575,Nakuru,Rubber,2018,18803,97.4611918,49695,33.93679864
2576,Nairobi,Rubber,2018,18803,91.46664318,49695,31.09154239
2577,Eldoret,Rubber,2018,18803,89.59371481,49695,31.89356292
2578,Central,Rubber,2018,18803,95.04871605,49695,32.45465292
2579,Nakuru,Rubber,2018,18803,97.79072474,49695,35.47478322
2580,Nairobi,Rubber,2018,18803,93.53197359,49695,27.32961444
2581,Eldoret,Rubber,2018,18803,91.77522598,49695,30.90225239
2582,Central,Rubber,2018,18803,96.23520043,49695,29.09382275
2583,Nakuru,Rubber,2018,18803,96.63721027,49695,30.02086169
2584,Nairobi,Rubber,2018,18803,96.38808001,49695,34.13072188
2585,Eldoret,Rubber,2018,18803,98.05089394,49695,33.44619894
2586,Central,Rubber,2018,17150,91.22881052,49695,35.3915464
2587,Nakuru,Rubber,2018,17150,98.57025046,49695,31.53356352
2588,Nairobi,Rubber,2018,17150,90.38503469,49695,30.7645515
2589,Eldoret,Rubber,2018,17150,96.08745082,49695,30.01821337
2590,Central,Rubber,2018,17150,94.67344737,49695,31.32863689
2591,Nakuru,Rubber,2018,17150,89.29147581,49695,33.88004781
2592,Nairobi,Rubber,2018,17150,97.45373619,49695,28.07802689
2593,Eldoret,Rubber,2018,17150,91.54560427,49695,35.53845018
2594,Central,Rubber,2018,17150,95.8946444,49695,28.70595247
2595,Nakuru,Rubber,2018,17150,93.17221967,49695,31.48451729
2596,Nairobi,Rubber,2018,17150,100.7720705,49695,27.69819273
2597,Eldoret,Rubber,2018,17322,93.92375879,49695,30.41235793
2598,Central,Rubber,2018,17322,91.88766069,49695,32.17752026
2599,Nakuru,Rubber,2018,17322,91.10190759,49695,32.6112614
2600,Nairobi,muskmelon,2018,17322,28.08253201,49695,27.57826922
2601,Eldoret,muskmelon,2018,17322,26.32405487,49695,27.82054812
2602,Central,muskmelon,2018,17322,22.52497327,49695,29.09910406
2603,Nakuru,muskmelon,2018,17322,20.76223014,49695,28.04943594
2604,Nairobi,muskmelon,2018,17322,28.16057247,49695,29.91690582
2605,Eldoret,muskmelon,2018,17322,26.26243014,49695,29.86895762
2606,Central,muskmelon,2018,17322,21.30290472,49695,29.17220859
2607,Nakuru,muskmelon,2018,17322,25.93496537,49695,29.24908541
2608,Nairobi,muskmelon,2018,101661,25.21609113,49695,27.76317235
2609,Eldoret,muskmelon,2018,101661,26.23838511,49695,28.82629037
2610,Central,muskmelon,2018,101661,29.86681385,49695,28.52379742
2611,Nakuru,muskmelon,2018,101661,29.1194739,49695,29.06785065
2612,Nairobi,muskmelon,2018,101661,25.33014238,49695,29.08417927
2613,Eldoret,muskmelon,2018,101661,21.08484101,49695,28.47090661
2614,Central,muskmelon,2018,101661,21.58992507,49695,28.27973674
2615,Nakuru,muskmelon,2018,101661,20.88620369,49695,28.47212559
2616,Nairobi,muskmelon,2018,101661,26.83924845,49695,29.68846716
2617,Eldoret,muskmelon,2018,101661,21.26034986,49695,27.02415146
2618,Central,muskmelon,2018,101661,26.70581328,49695,29.09588297
2619,Nakuru,muskmelon,2018,11540,29.1102594,49695,29.69238699
2620,Nairobi,muskmelon,2018,11540,28.78654515,49695,28.20619412
2621,Eldoret,muskmelon,2018,11540,23.66620626,49695,29.05248036
2622,Central,muskmelon,2018,11540,27.56918621,49695,29.57240298
2623,Nakuru,muskmelon,2018,11540,27.95602304,49695,29.10968327
2624,Nairobi,muskmelon,2018,11540,20.36001144,49695,28.20480805
2625,Eldoret,muskmelon,2018,11540,24.52020164,49695,29.11858526
2626,Central,muskmelon,2018,11540,23.69586761,49695,29.62800691
2627,Nakuru,muskmelon,2018,11540,22.68766503,49695,29.81196601
2628,Nairobi,muskmelon,2018,11540,22.81863447,49695,27.72338349
2629,Eldoret,muskmelon,2018,11540,28.70627683,49695,29.26092798
2630,Central,muskmelon,2018,91489,26.52364146,49695,29.72791119
2631,Nakuru,muskmelon,2018,91489,23.44398467,49695,28.91105641
2632,Nairobi,muskmelon,2018,91489,23.56130173,49695,28.96361426
2633,Eldoret,muskmelon,2018,91489,29.44008034,49695,28.59052369
2634,Central,muskmelon,2018,91489,28.69113835,49695,27.33897716
2635,Nakuru,muskmelon,2018,91489,25.37828397,49695,29.90415889
2636,Nairobi,muskmelon,2018,91489,21.7508774,49695,27.42711692
2637,Eldoret,muskmelon,2018,91489,28.36535596,49695,29.55657523
2638,Central,muskmelon,2018,91489,23.28207838,49695,29.84070774
2639,Nakuru,muskmelon,2018,91489,25.1290048,49695,28.53545677
2640,Nairobi,muskmelon,2018,91489,26.51924782,49695,27.11535046
2641,Eldoret,muskmelon,2015,126164,26.47844429,58349.44,27.84492803
2642,Central,muskmelon,2015,126164,24.93861254,58349.44,29.03157242
2643,Nakuru,muskmelon,2015,126164,21.19014526,58349.44,27.82424457
2644,Nairobi,muskmelon,2015,126164,20.21126747,58349.44,27.72653142
2645,Eldoret,muskmelon,2015,126164,22.21807088,58349.44,28.69708334
2646,Central,muskmelon,2015,126164,20.49035619,58349.44,29.73019662
2647,Nakuru,muskmelon,2015,126164,21.9653077,58349.44,29.54097171
2648,Nairobi,muskmelon,2015,126164,25.16359891,58349.44,28.80311922
2649,Eldoret,muskmelon,2015,126164,23.49535234,58349.44,27.29035669
2650,Central,muskmelon,2015,126164,27.27899847,58349.44,27.46583649
2651,Nakuru,muskmelon,2015,126164,26.30820876,58349.44,29.49401389
2652,Nairobi,muskmelon,2015,18084,26.85422624,58349.44,27.79161808
2653,Eldoret,muskmelon,2015,18084,21.90440445,58349.44,29.12533739
2654,Central,muskmelon,2015,18084,20.66127836,58349.44,27.93114233
2655,Nakuru,muskmelon,2015,18084,20.76212031,58349.44,29.45771748
2656,Nairobi,muskmelon,2015,18084,28.94766949,58349.44,27.96872279
2657,Eldoret,muskmelon,2015,18084,26.01909355,58349.44,29.48882958
2658,Central,muskmelon,2015,18084,28.75226067,58349.44,29.47156259
2659,Nakuru,muskmelon,2015,18084,24.4514648,58349.44,27.0767265
2660,Nairobi,muskmelon,2015,18084,25.09484511,58349.44,27.30008597
2661,Eldoret,muskmelon,2015,18084,22.84203589,58349.44,29.82729394
2662,Central,muskmelon,2015,18084,24.34814338,58349.44,29.93061247
2663,Nakuru,muskmelon,2015,140264,20.39020503,58349.44,29.94349168
2664,Nairobi,muskmelon,2015,140264,21.17924769,58349.44,28.03306461
2665,Eldoret,muskmelon,2015,140264,21.0000988,58349.44,29.8843055
2666,Central,muskmelon,2015,140264,22.06207161,58349.44,27.7058373
2667,Nakuru,muskmelon,2015,140264,27.8659442,58349.44,29.78714005
2668,Nairobi,muskmelon,2015,140264,27.5987178,58349.44,28.57820145
2669,Eldoret,muskmelon,2015,140264,26.0365768,58349.44,29.48069921
2670,Central,muskmelon,2015,140264,21.01796432,58349.44,27.51492243
2671,Nakuru,muskmelon,2015,140264,21.84869328,58349.44,28.05457761
2672,Nairobi,muskmelon,2015,140264,24.15591199,58349.44,29.03167341
2673,Eldoret,muskmelon,2015,140264,26.88372572,58349.44,28.5854649
2674,Central,muskmelon,2015,23020,25.32159689,58349.44,27.08808014
2675,Nakuru,muskmelon,2015,23020,21.61893763,58349.44,27.99611732
2676,Nairobi,muskmelon,2015,23020,24.05207925,58349.44,27.87317436
2677,Eldoret,muskmelon,2015,23020,22.25838137,58349.44,28.96586565
2678,Central,muskmelon,2015,23020,24.44267592,58349.44,28.87726019
2679,Nakuru,muskmelon,2015,23020,22.06994464,58349.44,29.17052093
2680,Nairobi,muskmelon,2015,23020,21.44532907,58349.44,29.34033587
2681,Eldoret,muskmelon,2015,23020,28.83568362,58349.44,29.07265321
2682,Central,muskmelon,2015,23020,29.11187663,58349.44,28.68275966
2683,Nakuru,muskmelon,2015,23020,23.20076686,58349.44,28.92705913
2684,Nairobi,muskmelon,2015,23020,23.28618248,58349.44,27.99901833
2685,Eldoret,muskmelon,2015,14834,24.84266123,58349.44,27.59350075
2686,Central,muskmelon,2015,14834,24.69720481,58349.44,29.87331077
2687,Nakuru,muskmelon,2015,14834,27.26588346,58349.44,28.55852465
2688,Nairobi,muskmelon,2015,14834,26.48240255,58349.44,29.19378695
2689,Eldoret,muskmelon,2015,14834,27.14509034,58349.44,27.98780984
2690,Central,muskmelon,2015,14834,20.76582087,58349.44,28.05380704
2691,Nakuru,muskmelon,2015,14834,27.21244021,58349.44,27.3506296
2692,Nairobi,muskmelon,2015,14834,28.22908103,58349.44,29.34081108
2693,Eldoret,muskmelon,2015,14834,28.98574189,58349.44,28.61475136
2694,Central,muskmelon,2015,14834,25.08146686,58349.44,27.04863538
2695,Nakuru,muskmelon,2015,14834,21.13545688,58349.44,29.5275305
2696,Nairobi,muskmelon,2015,15533,24.20007242,58349.44,28.50416396
2697,Eldoret,muskmelon,2015,15533,23.0362503,58349.44,28.89578588
2698,Central,muskmelon,2015,15533,23.65747461,58349.44,27.04927452
2699,Nakuru,muskmelon,2015,15533,24.7458198,58349.44,28.96017885
2700,Nairobi,orange,2015,15533,119.035002,58349.44,15.78144173
2701,Eldoret,orange,2015,15533,101.2847738,58349.44,26.03097313
2702,Central,orange,2015,15533,111.2266885,58349.44,13.36050601
2703,Nakuru,orange,2015,15533,114.6659511,58349.44,18.87957654
2704,Nairobi,orange,2015,15533,111.1727497,58349.44,29.47741671
2705,Eldoret,orange,2015,15533,114.1339416,58349.44,28.06903173
2706,Central,orange,2015,15533,112.5424199,58349.44,25.66901098
2707,Nakuru,orange,2015,101504,114.4161786,58349.44,29.77149434
2708,Nairobi,orange,2015,101504,106.0711985,58349.44,30.55472573
2709,Eldoret,orange,2015,101504,102.6958703,58349.44,23.96147583
2710,Central,orange,2015,101504,118.4901697,58349.44,23.98289638
2711,Nakuru,orange,2015,101504,117.3695296,58349.44,25.26052689
2712,Nairobi,orange,2015,101504,109.6894658,58349.44,31.08368929
2713,Eldoret,orange,2015,101504,100.1961762,58349.44,14.78003032
2714,Central,orange,2015,101504,116.3796525,58349.44,26.56608303
2715,Nakuru,orange,2015,101504,111.7803734,58349.44,24.85903405
2716,Nairobi,orange,2015,101504,103.5684926,58349.44,34.51465139
2717,Eldoret,orange,2015,101504,102.835632,58349.44,24.12188673
2718,Central,orange,2015,14232,103.923226,58349.44,23.85340379
2719,Nakuru,orange,2015,14232,111.2948115,58349.44,24.60297538
2720,Nairobi,orange,2015,14232,101.4705704,58349.44,15.63211033
2721,Eldoret,orange,2015,14232,116.450422,58349.44,19.33516809
2722,Central,orange,2015,14232,105.2132259,58349.44,28.2620488
2723,Nakuru,orange,2015,14232,110.3332655,58349.44,22.67594476
2724,Nairobi,orange,2015,14232,110.6823944,58349.44,21.03200078
2725,Eldoret,orange,2015,14232,115.7659902,58349.44,33.23453301
2726,Central,orange,2015,14232,117.3688104,58349.44,22.30318989
2727,Nakuru,orange,2015,14232,115.5683776,58349.44,11.50322938
2728,Nairobi,orange,2015,14232,110.2223123,58349.44,14.34320488
2729,Eldoret,orange,2015,91353,119.1709113,58349.44,33.1056981
2730,Central,orange,2015,91353,113.3302105,58349.44,30.49183837
2731,Nakuru,orange,2015,91353,116.7173125,58349.44,30.25578031
2732,Nairobi,orange,2015,91353,108.4161706,58349.44,12.22816189
2733,Eldoret,orange,2015,91353,119.3941064,58349.44,10.01081312
2734,Central,orange,2015,91353,116.5084074,58349.44,22.79196751
2735,Nakuru,orange,2015,91353,116.8130969,58349.44,20.18432263
2736,Nairobi,orange,2015,91353,106.8118019,58349.44,30.72119881
2737,Eldoret,orange,2015,91353,119.6946577,58349.44,24.35590861
2738,Central,orange,2015,91353,112.9834361,58349.44,21.21306973
2739,Nakuru,orange,2015,91353,117.5293447,58349.44,10.78689755
2740,Nairobi,orange,2016,120019,103.5771468,67003.89,11.89925671
2741,Eldoret,orange,2016,120019,109.8585753,67003.89,22.56664172
2742,Central,orange,2016,120019,119.3936976,67003.89,18.86883219
2743,Nakuru,orange,2016,120019,112.7194284,67003.89,17.34083741
2744,Nairobi,orange,2016,120019,102.1906333,67003.89,34.90665289
2745,Eldoret,orange,2016,120019,115.9787989,67003.89,24.53610067
2746,Central,orange,2016,120019,107.9873218,67003.89,13.8377282
2747,Nakuru,orange,2016,120019,101.5164589,67003.89,22.3551049
2748,Nairobi,orange,2016,120019,100.1967854,67003.89,34.74004942
2749,Eldoret,orange,2016,120019,108.8289171,67003.89,11.54785707
2750,Central,orange,2016,120019,104.4224145,67003.89,23.13338811
2751,Nakuru,orange,2016,22828,115.3560318,67003.89,29.98364695
2752,Nairobi,orange,2016,22828,102.4550786,67003.89,20.87947369
2753,Eldoret,orange,2016,22828,112.5090516,67003.89,17.24944623
2754,Central,orange,2016,22828,109.7571416,67003.89,15.83388699
2755,Nakuru,orange,2016,22828,112.6738296,67003.89,23.01014302
2756,Nairobi,orange,2016,22828,102.944161,67003.89,16.39624284
2757,Eldoret,orange,2016,22828,109.4711098,67003.89,24.45132792
2758,Central,orange,2016,22828,105.3437825,67003.89,31.87859192
2759,Nakuru,orange,2016,22828,109.1549823,67003.89,31.34920143
2760,Nairobi,orange,2016,22828,111.7793889,67003.89,18.05142392
2761,Eldoret,orange,2016,22828,107.4142681,67003.89,30.84835031
2762,Central,orange,2016,140432,118.0069295,67003.89,22.45616931
2763,Nakuru,orange,2016,140432,106.2944879,67003.89,13.70319166
2764,Nairobi,orange,2016,140432,111.8391951,67003.89,20.48954522
2765,Eldoret,orange,2016,140432,106.2696156,67003.89,13.20844373
2766,Central,orange,2016,140432,117.6236473,67003.89,32.31944397
2767,Nakuru,orange,2016,140432,109.7513927,67003.89,20.68185224
2768,Nairobi,orange,2016,140432,113.1169398,67003.89,31.52675982
2769,Eldoret,orange,2016,140432,116.7555937,67003.89,25.35467646
2770,Central,orange,2016,140432,110.6857506,67003.89,17.66545409
2771,Nakuru,orange,2016,140432,119.3916718,67003.89,12.59093977
2772,Nairobi,orange,2016,140432,106.060149,67003.89,11.86631922
2773,Eldoret,orange,2016,21349,112.7715925,67003.89,11.03367937
2774,Central,orange,2016,21349,117.9733424,67003.89,25.2990432
2775,Nakuru,orange,2016,21349,104.7052254,67003.89,32.23797837
2776,Nairobi,orange,2016,21349,108.0638166,67003.89,17.68408797
2777,Eldoret,orange,2016,21349,106.6955204,67003.89,10.2708877
2778,Central,orange,2016,21349,108.0054343,67003.89,17.22034507
2779,Nakuru,orange,2016,21349,100.1737964,67003.89,19.667056
2780,Nairobi,orange,2016,21349,101.1456947,67003.89,10.35609594
2781,Eldoret,orange,2016,21349,101.139435,67003.89,27.255435
2782,Central,orange,2016,21349,115.5650287,67003.89,34.5917846
2783,Nakuru,orange,2016,21349,113.25373,67003.89,32.39523995
2784,Nairobi,orange,2016,17190,106.362551,67003.89,10.16431299
2785,Eldoret,orange,2016,17190,101.4819888,67003.89,21.49118657
2786,Central,orange,2016,17190,110.0447896,67003.89,16.53460397
